Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,children,duration
College Graduate,Divorced,81702,563,50,774,28,31,187,1,7,7,12,3,0,43,No,0,11.161761350673055
Technical School,Single,45889,31,0,6,0,1,8,1,1,0,3,6,0,43,No,1,10.389687428701803
College Graduate,Single,56628,479,5,82,7,17,171,2,7,6,5,5,0,46,Yes,1,9.672370522473193
College Graduate,Together,34026,18,6,15,12,8,17,3,2,1,3,5,0,73,No,2,10.296600501939311
College Graduate,Married,40049,91,65,52,10,44,28,3,3,2,6,5,0,49,No,1,10.978211270819074
College Graduate,Single,34176,5,7,24,19,14,20,4,3,0,4,6,0,35,No,1,9.530002281542323
College Graduate,Married,19419,2,14,28,16,3,7,4,4,0,3,9,0,42,No,1,11.030230435774584
Technical School,Married,82504,362,50,431,134,35,54,1,3,6,7,1,0,63,No,0,10.3212411590235
College Graduate,Together,81205,724,74,929,97,55,130,1,5,6,7,2,0,53,Yes,0,9.855692448094912
Technical School,Single,61618,605,91,399,0,45,205,2,3,6,8,3,0,32,No,0,11.145334245950263
Master,Single,55284,547,7,140,0,7,63,3,7,5,8,5,0,67,No,1,10.909765001140771
College Graduate,Single,49980,104,1,54,13,9,14,2,3,1,5,5,0,60,No,1,10.080310289755875
College Graduate,Married,15072,8,2,15,0,10,18,4,3,1,3,5,0,43,No,2,10.534793520419804
College Graduate,Single,49166,224,2,25,7,0,110,2,5,3,3,6,0,49,No,1,10.441706593657313
PhD,Married,65324,384,0,102,21,32,5,3,6,2,9,4,0,69,No,1,9.861168149669176
Technical School,Married,82347,556,54,845,202,133,63,1,7,7,10,3,0,66,Yes,0,11.041181838923112
PhD,Together,30843,24,0,2,0,0,9,2,1,1,2,5,0,57,Yes,2,9.491672370522474
PhD,Married,46374,408,0,21,0,0,17,3,7,1,7,8,0,49,Yes,1,9.683321925621721
College Graduate,Single,60474,265,199,303,234,9,170,7,10,2,12,7,0,44,No,1,10.641569701117955
Master,Married,38576,34,0,7,0,0,0,1,1,0,3,7,0,50,No,1,9.718799908738307
College Graduate,Married,55357,374,64,116,84,25,64,3,6,2,11,5,0,38,No,2,10.75370750627424
College Graduate,Together,37758,27,2,10,0,0,1,2,1,0,3,8,0,57,No,2,11.131644992014602
Technical School,Married,85710,600,20,350,29,30,33,1,6,9,10,2,0,34,Yes,0,10.548482774355465
College Graduate,Together,23228,13,2,18,6,1,0,2,2,0,3,8,0,54,No,1,9.820100387862194
Master,Together,44602,167,2,89,0,0,34,6,6,1,4,8,0,54,No,2,9.765343372119553
College Graduate,Married,7500,0,2,3,4,1,5,1,0,0,3,6,0,36,No,0,10.865959388546656
Technical School,Together,38683,46,35,69,84,41,66,6,4,1,6,7,0,34,No,1,11.131644992014602
Technical School,Single,49514,88,39,78,58,13,93,2,6,1,4,7,0,48,No,1,9.929614419347478
PhD,Together,57906,243,11,119,10,3,15,3,4,2,8,4,0,50,No,1,10.447182295231578
Master,Single,43456,275,11,68,25,7,7,3,5,1,8,5,0,57,No,1,10.65799680584075
Master,Single,19485,6,0,4,0,0,0,1,1,0,2,7,0,37,No,2,10.159707962582706
College Graduate,Together,53172,121,62,90,68,20,125,3,2,3,8,3,0,45,No,1,10.545744923568332
College Graduate,Together,30545,4,12,15,19,7,12,2,2,0,3,7,0,44,No,1,11.096052931781886
PhD,Together,70123,1308,0,396,23,0,0,1,5,7,4,3,0,40,Yes,0,10.148756559434178
College Graduate,Single,62450,515,47,267,62,66,38,2,5,5,4,3,0,64,Yes,1,9.874857403604837
College Graduate,Together,21675,4,0,16,17,4,4,3,4,0,3,7,0,47,No,1,9.44786675792836
Technical School,Single,42395,48,13,57,24,15,25,4,3,1,4,7,0,42,No,2,9.634040611453344
Master,Together,61346,562,58,168,43,16,142,1,5,7,10,3,0,45,No,1,10.126853753137121
College Graduate,Together,80812,769,22,500,210,143,33,1,4,8,5,2,0,70,Yes,0,10.178872918092631
Master,Divorced,42835,379,4,93,12,9,98,7,6,6,4,6,0,52,No,2,10.395163130276067
College Graduate,Married,39922,29,12,59,19,1,36,2,3,0,4,8,0,40,No,1,10.767396760209902
Master,Single,86424,387,68,569,89,45,68,1,6,9,12,1,0,67,No,0,9.63130276066621
Technical School,Together,17117,12,23,38,30,18,7,4,3,1,3,9,0,45,No,1,10.8440565822496
College Graduate,Single,24762,6,10,12,3,15,40,3,3,1,2,8,0,51,Yes,1,9.779032626055212
College Graduate,Married,35797,27,1,14,4,1,21,2,2,0,3,8,0,48,No,1,11.098790782569017
College Graduate,Divorced,36627,9,1,5,0,0,1,1,0,0,3,5,0,48,No,2,10.332192562172029
Technical School,Married,51111,22,0,19,6,5,3,2,2,0,3,6,0,42,No,2,9.425963951631303
PhD,Single,86857,899,102,838,133,102,40,1,5,6,10,2,0,51,Yes,0,11.191877709331509
PhD,Together,82072,889,55,685,168,92,129,1,3,2,13,1,0,53,No,0,10.389687428701803
PhD,Single,46231,189,2,55,0,5,12,4,6,1,4,9,0,70,No,3,10.986424823180469
College Graduate,Married,42243,48,0,2,0,0,5,2,2,0,3,7,0,64,No,2,9.94604152407027
College Graduate,Together,51195,230,14,156,82,24,58,8,9,2,5,8,0,61,No,2,10.641569701117955
Master,Single,68092,852,60,207,78,36,48,2,2,6,10,5,0,45,No,0,9.932352270134611
College Graduate,Married,31814,35,3,20,4,1,20,2,2,0,3,9,0,50,Yes,1,10.781086014145561
Master,Widow,51390,205,20,47,23,2,56,6,5,2,5,5,0,58,No,2,11.202829112480037
College Graduate,Married,76630,255,31,446,40,56,175,1,3,10,11,1,0,40,No,0,9.852954597307779
High School,Single,26868,0,0,1,8,3,2,1,1,0,2,7,0,32,No,1,9.562856490987908
PhD,Divorced,48948,437,8,206,160,49,42,2,7,10,5,6,0,80,Yes,0,10.80298882044262
PhD,Single,55260,825,8,53,11,0,242,2,8,10,5,6,0,51,No,1,10.942619210586356
College Graduate,Together,64090,316,58,161,76,51,135,1,6,9,4,5,0,67,Yes,1,10.291124800365047
College Graduate,Divorced,78331,756,138,354,160,169,61,2,10,6,7,4,0,65,No,1,9.828313940223591
PhD,Married,37087,194,55,134,15,0,3,3,4,2,8,6,0,49,No,1,10.280173397216519
College Graduate,Divorced,21846,7,17,18,6,10,26,4,4,0,3,8,0,37,No,1,10.083048140543008
College Graduate,Married,81320,183,33,493,59,103,57,1,4,3,10,2,0,65,No,0,10.789299566506958
College Graduate,Divorced,54137,171,0,11,0,1,20,2,4,1,4,6,0,53,No,1,10.266484143280858
College Graduate,Together,66825,243,101,405,29,40,40,1,4,5,6,2,0,56,No,0,10.356833219256218
College Graduate,Together,57100,181,21,69,39,3,96,1,3,3,6,3,0,50,No,0,9.965206479580196
College Graduate,Together,58917,151,7,89,0,7,28,5,4,1,6,5,0,54,No,3,10.663472507415014
College Graduate,Single,85072,494,92,391,194,11,241,1,3,4,10,0,0,46,No,0,9.620351357517682
College Graduate,Single,86429,464,28,873,29,18,37,0,7,4,7,2,0,62,Yes,0,10.000798539812914
College Graduate,Widow,45684,5,1,5,10,0,7,1,1,0,2,7,0,52,No,1,9.97068218115446
College Graduate,Together,47889,29,0,29,0,5,4,1,2,0,3,5,0,49,No,1,9.880333105179101
PhD,Married,45921,102,9,49,24,3,12,1,2,1,6,4,0,37,No,0,9.702486881131646
PhD,Single,78420,604,28,674,91,28,28,1,3,10,8,1,0,57,No,0,10.397900981063199
College Graduate,Together,75114,571,12,523,63,60,24,1,3,10,5,2,0,31,No,0,10.039128450832763
PhD,Widow,52278,953,0,71,0,0,174,6,10,5,10,8,0,60,Yes,1,10.822153775952543
Master,Married,35641,63,3,67,8,9,28,2,3,1,4,7,0,51,Yes,1,10.356833219256218
College Graduate,Single,95529,770,29,890,250,27,24,1,7,3,7,3,0,29,Yes,0,10.967259867670546
College Graduate,Married,62820,398,61,265,138,61,53,1,3,4,6,1,0,69,No,0,10.532055669632673
Master,Together,73113,741,19,154,50,9,28,1,3,4,7,2,0,63,No,0,9.904973762263289
PhD,Married,84169,1478,19,403,0,19,0,1,7,6,6,3,0,41,Yes,0,10.291124800365047
Technical School,Single,42607,156,29,56,30,32,47,2,3,2,7,3,0,69,No,1,10.011749942961442
PhD,Single,74637,960,64,464,146,0,16,1,6,9,9,3,0,69,Yes,0,10.512890714122747
PhD,Together,46015,38,0,2,0,0,6,1,1,0,3,7,0,68,Yes,2,9.609399954369154
College Graduate,Single,72354,315,26,473,220,12,182,1,2,10,6,1,0,30,No,0,10.597764088523842
Master,Single,39858,15,20,25,2,7,26,1,2,0,4,6,0,54,Yes,1,10.824891626739676
PhD,Married,34469,19,6,20,0,5,12,3,1,1,4,4,0,75,No,2,9.55190508783938
College Graduate,Together,83033,812,99,431,237,149,33,1,11,4,10,5,0,37,Yes,1,9.513575176819531
Master,Together,24401,73,28,217,10,24,115,3,6,1,6,8,0,44,No,0,11.224731918777092
College Graduate,Married,77583,372,23,384,250,12,108,1,4,5,9,2,0,45,Yes,0,9.779032626055212
Technical School,Single,74116,871,111,704,145,55,166,1,4,4,10,2,0,41,Yes,0,9.89402235911476
College Graduate,Single,74293,375,152,335,93,91,81,1,5,4,6,2,0,30,No,0,9.55190508783938
PhD,Married,68397,760,80,466,17,13,80,1,6,9,5,3,0,47,No,1,10.011749942961442
PhD,Together,79632,471,0,510,99,21,12,1,6,4,9,2,0,49,No,0,9.623089208304814
College Graduate,Single,46107,31,9,27,16,9,33,1,1,1,4,3,0,34,No,1,9.779032626055212
PhD,Single,64950,819,0,72,12,0,63,2,11,2,10,7,0,72,Yes,1,11.276751083732602
High School,Married,25443,1,4,3,8,9,7,1,1,0,3,8,0,34,No,1,10.915240702715035
College Graduate,Single,75127,203,35,305,46,17,227,1,2,11,5,1,0,71,No,0,9.502623773671003
PhD,Together,32892,26,0,15,2,1,2,2,3,0,3,8,0,52,No,1,9.494410221309606
College Graduate,Together,71796,354,21,311,167,75,32,1,9,3,4,4,0,52,No,0,10.077572438968744
PhD,Married,67536,1253,0,447,23,71,35,3,11,5,11,8,0,53,Yes,1,10.501939310974219
College Graduate,Single,55239,371,17,238,23,24,106,3,7,5,11,5,0,52,No,1,10.356833219256218
PhD,Divorced,60554,588,7,76,110,15,15,2,8,4,9,6,0,48,No,1,10.285649098790783
Technical School,Single,64831,480,86,249,75,86,144,8,6,3,5,6,0,71,No,2,10.449920146018709
PhD,Together,56067,517,12,54,16,6,120,2,7,4,7,5,0,61,No,1,10.340406114533424
College Graduate,Divorced,82025,267,98,606,48,70,98,1,3,2,6,1,0,40,Yes,0,10.485512206251427
College Graduate,Together,94384,1111,24,790,160,45,172,0,5,8,5,2,0,70,Yes,0,10.718115446041523
High School,Single,14906,7,7,14,7,16,15,3,2,1,3,7,0,37,No,0,10.915240702715035
PhD,Married,51563,1166,0,48,0,0,36,1,4,4,10,8,0,36,Yes,0,11.139858544375999
Technical School,Married,57937,261,42,144,55,48,133,3,4,4,9,3,0,41,No,1,9.76260552133242
College Graduate,Divorced,68274,135,25,51,23,25,46,2,4,2,5,3,0,44,No,2,10.143280857859914
College Graduate,Together,39771,6,2,18,2,8,14,1,2,0,3,4,0,46,No,1,9.959730778005932
Technical School,Divorced,67893,711,28,142,49,18,47,2,3,2,9,8,0,48,No,1,11.139858544375999
PhD,Together,27922,11,0,13,2,4,11,1,2,0,3,4,0,44,No,1,9.535477983116587
PhD,Together,52190,42,0,17,0,0,18,3,2,1,3,5,0,47,Yes,2,9.540953684690852
Master,Divorced,44051,79,7,58,6,3,18,4,3,1,4,6,0,50,Yes,2,10.811202372804015
PhD,Single,42767,20,6,43,19,5,38,1,3,1,2,8,0,52,No,2,10.532055669632673
Master,Together,46106,30,0,8,2,0,14,1,1,1,2,6,0,47,No,2,9.532740132329454
PhD,Married,16927,20,2,23,3,1,4,5,3,0,4,8,0,47,No,2,10.77834816335843
College Graduate,Married,59754,115,27,44,4,146,139,3,5,2,6,5,0,58,Yes,1,10.97273556924481
College Graduate,Single,53700,263,5,233,69,41,83,4,5,5,8,5,0,71,No,1,11.263061829796943
College Graduate,Married,59041,69,2,15,2,2,6,2,2,0,4,5,0,50,No,2,9.543691535477983
PhD,Divorced,54237,267,3,30,4,0,57,4,5,2,5,6,0,66,No,1,10.570385580652522
College Graduate,Divorced,70647,561,85,171,25,123,114,2,4,7,13,2,0,56,No,1,11.16723705224732
PhD,Single,52597,492,0,37,7,0,42,3,6,3,8,5,0,61,No,1,9.543691535477983
Master,Together,41021,14,7,9,6,16,12,2,2,0,3,6,0,54,Yes,1,10.893337896417979
PhD,Married,40233,80,4,46,0,17,2,5,2,1,5,6,0,48,No,1,10.104950946840065
College Graduate,Married,50183,97,12,84,13,10,15,7,3,1,6,5,0,43,No,2,9.40953684690851
College Graduate,Together,54753,197,107,227,7,59,131,3,5,2,11,4,0,64,No,1,10.19256217202829
College Graduate,Married,92955,693,21,925,31,24,84,1,6,7,9,2,0,50,Yes,0,10.258270590919462
College Graduate,Married,33471,43,2,27,0,9,12,3,3,0,4,7,0,50,No,1,11.109742185717545
PhD,Married,34596,14,0,2,0,0,7,1,1,0,2,8,0,49,Yes,1,10.60871549167237
College Graduate,Together,44010,186,36,234,86,72,48,6,10,2,6,9,0,43,No,1,11.107004334930414
College Graduate,Married,84219,434,137,400,45,137,45,1,3,4,10,1,0,35,No,0,9.80093543235227
PhD,Together,40706,59,0,11,4,2,5,4,3,0,4,7,0,55,No,3,10.8440565822496
Technical School,Married,15716,16,5,30,8,7,26,3,3,0,4,8,1,35,No,1,11.02475473420032
Technical School,Divorced,59052,230,35,75,63,57,31,3,7,1,7,5,0,64,No,1,10.011749942961442
Master,Together,80573,829,138,430,60,92,15,1,4,6,13,2,0,52,No,0,11.104266484143281
College Graduate,Married,83715,318,8,407,150,35,8,1,2,8,13,0,0,61,No,0,9.798197581565137
Master,Together,82576,1206,55,445,168,18,18,1,2,4,12,1,0,64,Yes,0,11.306867442391056
Master,Married,56962,292,3,77,10,3,26,7,6,3,5,7,0,58,No,3,10.11316449920146
College Graduate,Married,35704,30,9,12,2,11,30,3,2,0,4,4,0,71,No,2,9.883070955966232
College Graduate,Together,53103,729,17,133,11,0,195,5,10,6,7,7,0,69,Yes,1,10.19256217202829
Technical School,Widow,46779,12,1,3,0,0,7,1,0,1,2,4,0,63,No,2,10.362308920830483
College Graduate,Divorced,4861,2,1,1,1,0,1,0,0,0,0,14,0,58,No,0,9.417750399269908
Master,Divorced,33462,22,3,18,0,0,11,1,2,0,3,7,0,44,No,1,10.291124800365047
College Graduate,Divorced,63693,587,43,337,42,87,54,3,11,6,9,6,0,45,No,1,10.104950946840065
College Graduate,Married,80763,674,168,108,192,42,231,1,5,11,6,3,0,73,Yes,0,10.26922199406799
PhD,Married,65352,284,3,84,4,7,23,2,4,2,8,4,0,49,No,1,10.252794889345198
PhD,Married,82170,1023,93,651,49,55,37,1,5,6,7,2,0,45,No,0,9.989847136664384
College Graduate,Married,75759,1394,22,708,89,91,182,1,9,7,9,5,0,54,Yes,0,10.074834588181611
Technical School,Single,79689,311,26,640,180,37,121,1,4,9,13,2,0,47,No,0,10.52931781884554
PhD,Widow,35340,27,0,12,0,1,5,2,2,0,3,5,0,67,No,2,9.398585443759982
College Graduate,Divorced,85683,1296,17,311,45,69,51,1,2,4,10,1,0,69,Yes,0,9.672370522473193
Technical School,Married,24884,3,6,7,0,0,3,1,0,0,3,7,0,51,No,1,10.978211270819074
Master,Together,42021,393,5,136,7,5,27,5,10,1,6,9,0,42,Yes,1,11.224731918777092
College Graduate,Single,64449,218,63,282,137,35,70,4,5,3,12,4,0,34,No,1,9.757129819758156
College Graduate,Divorced,64587,66,0,16,0,6,20,2,1,1,4,3,0,69,No,2,9.417750399269908
College Graduate,Single,34824,4,2,11,2,0,4,1,1,0,2,6,0,28,No,0,9.658681268537531
College Graduate,Together,75437,795,0,545,95,58,0,1,8,4,10,6,0,45,Yes,0,10.033652749258499
College Graduate,Together,26091,15,10,19,8,17,20,3,2,1,3,5,0,66,No,2,9.737964864248232
College Graduate,Married,52845,384,25,292,130,41,64,3,8,8,6,6,0,50,Yes,1,10.274697695642255
College Graduate,Divorced,46086,244,8,32,7,2,50,4,3,1,8,4,0,67,No,1,10.050193931097422
PhD,Widow,78028,158,19,288,25,0,38,1,6,4,9,7,0,67,Yes,1,11.197353410905773
PhD,Single,95169,1285,21,449,106,20,20,1,4,3,4,1,0,36,Yes,0,10.118640200775724
Technical School,Married,56337,349,16,144,28,5,182,5,8,5,4,8,0,42,Yes,2,10.655258955053617
College Graduate,Together,22434,4,12,11,3,13,15,2,2,0,3,8,0,36,No,1,10.770134610997033
PhD,Married,36930,223,2,31,0,2,39,5,5,2,4,8,0,69,No,1,10.51562856490988
College Graduate,Single,36130,157,43,127,68,56,37,6,3,8,4,4,0,69,Yes,1,10.800250969655487
Master,Married,65569,397,46,288,20,38,70,2,6,5,10,3,0,70,No,1,11.043919689710243
College Graduate,Together,83844,901,31,345,75,31,191,1,4,4,11,1,0,71,Yes,0,10.52931781884554
College Graduate,Married,19514,14,3,21,2,1,28,4,3,1,2,8,0,55,Yes,2,9.820100387862194
PhD,Single,36736,10,0,3,0,0,4,1,1,0,2,6,0,60,No,2,10.534793520419804
College Graduate,Together,77568,1230,0,396,232,178,158,1,10,2,8,5,0,44,Yes,1,11.241159023499884
PhD,Together,49187,81,1,31,2,1,0,1,1,1,5,2,0,47,No,1,9.861168149669176
College Graduate,Single,30168,154,20,66,0,12,27,7,6,1,4,9,0,45,No,1,10.709901893680128
Master,Together,34053,63,0,21,7,0,12,1,3,0,3,8,0,55,No,1,11.197353410905773
Master,Married,38196,30,0,11,0,0,3,3,2,0,4,5,0,52,No,2,9.595710700433493
Master,Married,59412,90,67,165,30,43,11,1,4,2,8,3,0,72,No,0,9.592972849646362
Technical School,Married,70924,635,114,254,132,152,76,1,6,6,7,3,0,58,Yes,0,9.625827059091947
College Graduate,Together,54165,127,4,73,15,6,11,1,2,1,7,2,0,54,No,0,10.485512206251427
College Graduate,Married,32300,13,3,6,6,5,6,1,1,0,3,8,0,50,No,1,10.88238649326945
College Graduate,Single,20180,18,42,24,15,20,18,1,2,1,4,7,0,47,No,0,10.75096965548711
College Graduate,Married,34961,45,2,26,4,1,1,3,3,1,3,7,0,50,No,1,9.425963951631303
PhD,Together,28440,38,1,24,0,0,0,1,2,0,3,8,0,49,No,1,10.375998174766142
PhD,Together,64504,986,36,168,16,0,108,7,11,3,4,7,0,70,Yes,3,10.718115446041523
Master,Together,33564,61,0,3,0,0,7,1,1,1,3,5,0,57,No,1,9.412274697695644
College Graduate,Married,17345,4,9,16,17,0,12,2,2,1,2,8,0,45,No,1,11.04950946840064
PhD,Married,56320,201,53,172,116,77,83,3,5,4,9,4,0,56,No,1,10.622404745608032
College Graduate,Single,28647,19,8,29,0,12,26,1,2,2,2,7,0,45,Yes,1,10.252794889345198
High School,Single,15038,4,8,11,19,12,26,2,2,1,2,9,0,36,No,1,10.811202372804015
PhD,Divorced,32173,18,0,2,0,0,2,1,1,0,3,4,0,65,No,1,10.30755190508784
Technical School,Together,68316,806,80,161,120,11,33,5,10,7,10,6,0,59,No,1,11.046771617613507
College Graduate,Together,74538,380,98,733,110,112,28,1,8,8,5,3,0,52,Yes,0,10.397900981063199
College Graduate,Single,91700,576,172,961,125,115,19,1,8,6,5,3,0,52,Yes,0,10.8440565822496
College Graduate,Together,68695,458,81,356,106,50,40,1,4,4,7,2,0,54,No,0,9.40953684690851
Technical School,Married,31056,5,10,13,3,8,16,1,1,0,3,8,0,46,No,1,10.83036732831394
College Graduate,Married,79593,350,60,568,110,133,145,1,5,6,7,2,0,50,Yes,0,9.530002281542323
College Graduate,Single,28071,39,33,130,41,26,44,2,5,1,5,8,0,43,No,0,11.230207620351356
PhD,Together,37334,26,1,16,2,2,15,4,3,0,4,4,0,65,No,2,9.735227013461099
Master,Single,46423,68,0,16,0,0,8,3,2,0,4,7,0,51,No,2,10.176135067305498
PhD,Married,37126,45,3,9,4,4,7,1,1,2,2,6,0,52,Yes,1,9.647729865389003
College Graduate,Married,47703,359,0,134,13,26,123,4,6,3,8,5,0,70,No,1,10.482774355464294
College Graduate,Married,61180,403,24,29,6,24,218,2,5,5,6,3,0,64,Yes,1,9.582021446497833
College Graduate,Married,38998,34,1,14,0,0,5,3,2,0,3,8,1,69,No,2,11.04950946840064
College Graduate,Single,8028,73,18,66,7,12,2,15,0,1,0,19,0,32,No,0,11.175450604608717
College Graduate,Together,76081,292,30,415,63,33,200,1,4,5,4,2,0,61,Yes,0,9.49988592288387
College Graduate,Together,34728,14,0,16,0,0,6,1,1,1,2,6,0,37,Yes,1,10.313027606662104
Master,Single,33168,80,1,37,0,1,3,3,2,1,4,7,0,58,No,1,11.107004334930414
Master,Married,33585,30,11,33,13,6,29,1,2,0,4,4,0,57,No,1,10.156970111795575
PhD,Married,77037,463,96,333,168,53,10,1,7,7,12,3,0,63,No,1,10.107688797627196
College Graduate,Together,35196,75,12,141,43,39,187,6,6,1,5,8,0,39,Yes,1,11.022016883413187
College Graduate,Married,44529,538,13,91,17,6,26,6,6,2,11,5,0,57,Yes,1,10.381473876340406
Technical School,Married,70924,635,114,254,132,152,76,1,6,6,7,3,0,58,Yes,0,9.625827059091947
PhD,Together,28764,8,0,3,0,0,1,1,1,0,2,8,0,57,Yes,2,9.464293862651152
PhD,Married,69098,1315,22,780,145,0,178,1,7,8,9,5,0,74,No,0,10.761921058635638
Technical School,Divorced,25959,4,2,12,7,5,26,2,1,2,2,6,0,53,Yes,2,10.767396760209902
Master,Married,27100,12,0,13,2,0,10,1,1,0,3,7,0,40,No,1,10.630618297969427
College Graduate,Single,70596,347,44,534,17,0,26,1,3,5,12,2,0,38,No,0,11.12890714122747
College Graduate,Married,42557,192,5,53,0,5,15,4,6,1,4,8,0,49,No,1,11.230207620351356
PhD,Married,53312,241,0,12,0,0,25,1,5,1,5,7,0,72,No,0,10.285649098790783
College Graduate,Single,72228,631,28,491,30,14,56,1,6,7,8,3,0,71,No,0,10.983686972393338
College Graduate,Together,67605,336,28,282,184,54,54,1,2,8,6,1,0,36,No,0,10.644307551905088
Master,Married,62845,1099,0,45,0,0,34,11,3,4,10,8,0,74,Yes,2,11.139858544375999
College Graduate,Together,65196,743,19,181,12,0,200,2,7,6,11,5,0,65,Yes,2,10.326716860597765
PhD,Single,42000,124,83,267,85,59,35,2,5,2,11,5,0,36,Yes,0,10.863221537759525
PhD,Divorced,35860,15,0,8,4,2,20,2,1,1,2,5,0,50,Yes,2,9.510837326032398
PhD,Married,65526,397,19,69,12,0,9,1,4,4,8,2,0,59,No,1,9.614875655943418
College Graduate,Married,16860,10,4,4,3,3,14,3,1,1,3,7,0,62,No,2,11.191877709331509
College Graduate,Single,83528,530,117,678,134,44,147,1,4,10,8,1,0,31,Yes,0,9.560118640200777
Technical School,Divorced,64176,1215,33,249,64,116,149,8,8,9,8,6,0,58,No,1,11.301391740816792
College Graduate,Divorced,22304,3,2,7,0,4,2,1,1,0,2,8,0,67,No,0,11.298653890029659
College Graduate,Married,67023,444,44,382,11,8,17,1,3,7,13,2,1,45,No,0,9.718799908738307
PhD,Together,32892,26,0,15,2,1,2,2,3,0,3,8,0,52,No,1,9.494410221309606
College Graduate,Together,70713,736,114,279,82,76,190,6,5,6,8,3,0,57,No,1,10.967259867670546
College Graduate,Together,59925,473,21,176,19,21,56,3,9,2,9,6,0,68,No,1,10.97547342003194
College Graduate,Married,39722,32,0,5,2,0,8,2,2,0,3,5,0,70,No,1,9.740702715035363
College Graduate,Together,46610,288,10,30,4,10,125,1,6,1,6,6,0,65,No,0,10.345881816107688
College Graduate,Together,88347,1050,178,555,77,138,118,1,4,7,9,1,0,62,Yes,0,10.38694957791467
PhD,Married,87171,1001,44,107,58,44,44,1,6,7,11,2,0,42,Yes,0,10.559434177503993
Technical School,Together,26907,9,1,7,0,3,2,2,1,0,3,7,0,47,No,2,10.25553274013233
Master,Single,50014,234,14,77,19,10,42,2,4,1,8,5,0,55,No,1,9.831051791010722
PhD,Married,41014,7,2,6,2,0,3,1,1,0,2,7,0,45,No,1,10.584074834588183
College Graduate,Single,66294,251,108,334,65,92,117,1,4,3,5,2,0,58,No,0,9.683321925621721
College Graduate,Married,36715,172,10,125,21,13,16,6,7,2,4,9,0,52,Yes,1,11.011065480264659
College Graduate,Married,79456,565,42,548,64,83,99,1,5,6,4,3,0,67,Yes,0,11.249372575861281
College Graduate,Together,40479,5,0,8,2,0,0,1,0,0,3,4,0,41,No,1,10.263746292493726
Master,Single,75345,918,57,842,99,38,133,1,5,8,6,3,0,53,Yes,0,10.800250969655487
College Graduate,Married,54233,652,8,158,21,0,142,4,11,6,5,8,0,46,No,1,10.794775268081223
College Graduate,Single,24163,4,1,7,2,1,2,2,1,0,3,4,0,53,No,2,10.110426648414329
PhD,Together,84460,152,27,103,106,54,81,0,9,9,4,5,0,65,Yes,0,10.879648642482318
College Graduate,Together,43776,8,0,9,2,1,3,1,1,0,2,6,0,40,No,1,9.554642938626513
PhD,Single,71691,336,130,411,240,32,43,1,4,7,5,2,0,65,Yes,0,9.683321925621721
PhD,Married,85844,938,19,843,25,95,38,1,6,6,7,2,0,50,Yes,0,9.483458818161077
PhD,Single,39190,68,8,18,19,8,12,2,2,1,4,5,0,49,No,1,9.573807894136436
College Graduate,Together,71367,227,23,389,42,21,75,1,4,5,7,2,0,64,No,0,10.247319187770934
PhD,Single,38578,38,4,22,3,3,3,3,3,0,3,8,0,51,No,2,10.417065936573124
